year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
2002,83,,6.4,102, ,0,0,1,0,0,0,0
2002,84,,8.4,6, ,0,0,0,0,1,0,0
2002,17,,6.3,16, ,0,0,0,1,0,0,1
2002,23,,5.8,30, ,1,0,0,0,0,0,1
2002,15,,7,33, ,0,0,0,1,0,0,1
2002,91,,5.1,12, ,0,0,0,1,0,0,0
2002,90,,7.5,11, ,0,0,0,0,1,0,0
2002,118,,6.9,159, ,0,0,0,1,0,1,0
2002,92,1000000,7.5,7142, R,0,0,1,0,0,0,0
2002,94,,3.4,9, ,0,0,0,1,0,0,0
2002,111,,6.4,14, ,0,0,0,0,0,0,0
2002,22,,4.6,21, ,0,0,0,1,0,1,1
2002,85,,6,68, ,0,0,0,1,0,0,0
2002,94,1500000,6.5,52, R,0,0,0,0,0,0,0
2002,10,,7.4,5, ,0,0,0,0,0,0,1
2002,75,,4.2,27, ,0,0,0,0,1,0,0
2002,89,,8.5,6, ,0,0,0,0,1,0,0
2002,103,200000,7.3,195, ,0,0,0,1,0,0,0
2002,88,,5.6,936, R,0,0,1,0,0,0,0
2002,99,,6.4,133, ,0,0,1,0,0,0,0
2002,120,,7,24, ,0,0,0,1,0,1,0
2002,122,,6.1,38, ,0,0,1,1,0,1,0
2002,93,1500000,5.1,7776, R,0,0,0,0,0,0,0
2002,8,,9.2,13, ,0,0,0,1,0,0,1
2002,101,,6.2,32, ,0,0,0,1,0,0,0
2002,112,,7.1,293, ,1,0,0,1,0,0,0
2002,78,,7.1,29, ,0,0,0,1,0,0,0
2002,8,,8.1,10, ,0,1,1,0,0,0,1
2002,111,,7.1,331, ,0,0,0,1,0,0,0
2002,13,10000,7.7,11, ,0,0,0,0,0,0,1
2002,92,,7.8,50, ,0,0,0,1,1,0,0
2002,29,,8.8,14, ,0,0,1,0,0,0,1
2002,29,35000,9.1,21, ,0,0,0,1,0,0,1
2002,70,,5.8,6, ,0,0,1,0,0,0,0
2002,6,,6.9,7, ,0,1,0,0,0,0,1
2002,15,,3.9,5, ,0,0,0,0,0,0,1
2002,9,,5.5,11, ,0,0,1,0,0,0,1
2002,60,,7.6,43, ,0,0,0,0,1,0,0
2002,91,1000000,5.4,15, ,0,0,1,1,0,0,0
2002,130,,6.5,216, ,0,0,0,1,0,0,0
2002,96,,5.1,36, ,0,0,1,0,0,0,0
2002,93,,7.4,5, ,0,0,0,1,0,0,0
2002,14,,4,31, ,0,0,0,0,0,0,1
2002,82,,6.9,11, ,0,0,0,1,1,0,0
2002,114,,6.7,246, ,0,0,1,0,0,1,0
2002,88,,5.5,8, ,0,0,0,1,0,0,0
2002,117,,6.8,315, ,0,0,0,1,0,0,0
2002,4,,8.9,34, ,0,0,1,0,0,0,1
2002,47,,8,9, ,0,0,0,0,1,0,0
2002,7,,8.1,10, ,0,0,0,0,0,0,1
2002,87,,3.5,13, ,0,0,0,0,0,0,0
2002,117,,6.3,79, ,0,0,0,1,0,0,0
2002,73,150000,8,440, ,0,0,1,1,0,0,0
2002,46,,9.1,15, ,0,0,0,1,1,0,0
2002,92,,4.9,55, ,0,0,1,1,0,0,0
2002,99,45000000,6.6,12779, R,0,0,0,1,0,0,0
2002,100,,4.1,11, ,0,0,0,0,0,0,0
2002,9,,8.2,6, ,0,0,0,0,0,0,1
2002,85,80000,4.6,555, R,0,0,0,1,0,0,0
2002,103,950000,5.5,149, PG,0,0,1,1,0,1,0
2002,15,,5.7,16, ,0,0,0,0,0,0,1
2002,48,,6.7,18, ,0,0,0,0,0,0,0
2002,10,,6.5,7, ,0,0,0,0,0,0,1
2002,100,,4,21, ,0,0,0,0,0,0,0
2002,96,,3.1,151, R,1,0,1,0,0,0,0
2002,90,,5.4,651, R,1,0,0,0,0,1,0
2002,120,,4.6,82, ,0,0,1,0,0,0,0
2002,78,,5.9,35, ,0,0,0,1,0,0,0
2002,78,,6.4,28, ,0,0,0,1,0,0,0
2002,99,1500000,6.5,743, R,0,0,1,1,0,0,0
2002,105,,6.7,32, ,0,0,0,0,0,0,0
2002,96,,7.1,99, ,0,0,1,0,0,0,0
2002,117,,7.3,429, ,0,0,0,1,0,0,0
2002,106,,6.8,1059, R,1,0,1,0,0,1,0
2002,102,10000000,6,163, PG,0,0,0,1,0,0,0
2002,10,,5.6,22, ,0,0,0,1,0,0,1
2002,9,,9,6, ,0,0,0,0,0,0,1
2002,134,3500000,4,55, R,0,0,0,1,0,1,0
2002,65,,8.1,6, ,0,0,0,0,1,0,0
2002,3,,3.9,13, ,0,1,0,0,0,0,1
2002,74,10000,4,6, ,0,0,0,0,1,0,0
2002,6,,7.8,702, ,0,1,1,0,0,0,1
2002,98,,6,71, ,1,0,1,0,0,0,0
2002,100,5000000,4.8,27, R,0,0,1,1,0,1,0
2002,135,3300000,8.7,25964, R,0,0,0,1,0,0,0
2002,40,100000,7,5, ,0,0,1,0,0,1,1
2002,54,,7.2,449, ,0,0,0,0,1,0,0
2002,93,,8.6,25, ,0,0,0,0,1,0,0
2002,91,,2.8,71, R,1,0,0,0,0,0,0
2002,108,60000000,6.3,4886, R,0,0,0,1,0,0,0
2002,116,17500000,5.6,877, R,0,0,0,0,0,0,0
2002,113,,6.2,60, ,0,0,0,1,0,0,0
2002,95,500000,4.1,102, R,0,0,0,1,0,0,0
2002,93,,5.5,42, ,0,0,0,0,0,0,0
2002,22,,9.6,5, ,0,0,1,0,0,0,1
2002,82,,7.2,18, ,0,0,0,0,1,0,0
2002,78,,7.9,7, ,0,0,0,0,1,0,0
2002,98,2500000,5.2,83, PG,1,0,0,1,0,0,0
2002,94,26000000,5.1,2555, PG,0,0,0,0,0,0,0
2002,87,,3.7,39, R,0,0,0,1,0,0,0
2002,58,,6.8,11, ,0,0,0,0,1,0,0
2002,79,,6.5,44, ,0,0,0,1,0,0,0
2002,119,,5.7,29, R,0,0,0,1,0,0,0
2002,100,300000,6.6,177, R,0,0,0,0,1,0,0
2002,70,,6.4,5, ,0,0,0,0,1,0,0
2002,108,85000000,5.2,8590, R,1,0,0,0,0,0,0
2002,110,,6.6,194, ,0,0,0,0,0,0,0
2002,36,,7.7,18, ,0,0,0,0,1,0,1
2002,17,,7,8, ,0,0,0,0,0,0,1
2002,82,,7,1566, ,0,0,0,0,1,0,0
2002,100,,3.5,20, ,0,0,0,0,0,0,0
2002,15,,6,8, ,0,0,0,0,0,0,1
2002,155,,8.6,406, ,1,0,0,1,0,0,0
2002,21,,6.8,13, ,0,0,0,1,0,0,1
2002,113,29000000,7.1,11487, R,0,0,0,1,0,0,0
2002,138,,8.3,16, ,0,0,0,1,0,0,0
2002,5,,6.3,5, ,0,0,0,0,0,0,1
2002,158,,5.7,23, ,0,0,0,1,0,0,0
2002,6,,7.8,6, ,0,1,0,0,1,0,1
2002,7,,9.8,6, ,0,0,0,0,0,0,1
2002,66,,8.6,10, ,0,0,0,0,1,0,0
2002,21,,7.2,8, ,0,0,0,0,0,0,1
2002,88,35000000,3.7,664, ,0,0,1,0,0,0,0
2002,92,,3.5,64, R,0,0,0,0,0,0,0
2002,92,,6.5,449, ,0,0,1,0,0,0,0
2002,10,40000,6.8,22, ,0,0,1,0,0,0,1
2002,100,,7.5,15, ,0,0,0,0,1,0,0
2002,85,,5.5,96, ,0,0,1,1,0,0,0
2002,86,,6.6,13, ,0,0,0,0,0,0,0
2002,64,,2,11, ,0,0,1,0,0,0,0
2002,113,,5.5,174, R,0,0,0,1,0,0,0
2002,179,,7.1,211, ,0,0,0,1,0,0,0
2002,18,,7.6,9, ,0,0,0,0,0,0,1
2002,126,,5.8,35, ,0,0,0,1,0,0,0
2002,118,1800000,7,2469, R,0,0,0,1,0,1,0
2002,89,,3.6,249, R,0,0,0,0,0,0,0
2002,90,13000000,5.3,1648, PG,0,0,1,0,0,0,0
2002,115,750000,7.2,66, ,0,0,0,0,1,0,0
2002,90,,7.9,12, ,0,0,0,1,0,0,0
2002,95,,5.6,4536, R,0,0,0,0,0,0,0
2002,4,,6.4,16, ,0,1,0,0,0,0,1
2002,108,,6.8,34, ,0,0,0,1,0,0,0
2002,55,,6.2,24, ,0,0,0,0,1,0,0
2002,88,1000,8.4,5, ,0,0,1,0,0,0,0
2002,80,,6.6,12, ,0,0,0,1,0,0,0
2002,94,,6,8, ,0,0,0,0,1,0,0
2002,6,,4.7,6, ,0,0,0,0,0,0,1
2002,95,7500000,7.2,3160, R,1,0,0,0,0,0,0
2002,92,55000000,4.7,2742, R,0,0,0,1,0,0,0
2002,77,,5.7,16, ,1,0,0,1,0,0,0
2002,10,,6,5, ,0,0,0,0,0,0,1
2002,55,5000,9.4,10, ,0,0,0,0,1,0,0
2002,85,150000,5.7,17, ,0,0,0,0,0,0,0
2002,57,,8,28, ,0,0,0,0,1,0,0
2002,101,,5.4,971, R,0,0,0,1,0,0,0
2002,70,,7.8,7, ,0,0,0,0,1,0,0
2002,133,,7,1585, R,0,0,0,1,0,0,0
2002,108,,4.3,96, ,0,0,1,0,0,0,0
2002,105,12000000,7.2,3274, R,0,0,0,1,0,0,0
2002,22,,5.4,15, ,0,0,0,0,0,0,1
2002,93,,6.5,263, ,0,0,0,1,0,0,0
2002,118,15000000,6.6,3882, R,1,0,0,1,0,0,0
2002,96,,2.9,75, R,1,0,0,0,0,0,0
2002,87,80000,2.4,47, R,0,0,0,0,0,0,0
2002,84,,5,7, ,0,0,0,0,0,0,0
2002,75,,4.8,28, ,0,0,1,0,0,0,0
2002,8,,6.1,199, ,0,0,0,0,0,0,1
2002,85,,3.9,49, R,0,0,0,1,0,0,0
2002,120,,3.8,19, ,0,0,0,1,1,0,0
2002,5,,4.5,45, ,0,0,1,0,0,0,1
2002,2,,7.3,11, ,0,1,1,0,0,1,1
2002,90,,7.4,13, ,0,0,0,0,0,0,0
2002,14,,5.3,31, ,0,0,0,0,0,0,1
2002,83,,7.8,152, ,0,0,0,0,1,0,0
2002,65,,5.6,324, ,0,0,0,1,0,1,0
2002,90,,7.7,27, ,0,0,0,0,1,0,0
2002,2,,5.7,30, PG,0,0,1,0,0,0,1
2002,106,,5.5,253, ,1,0,1,1,0,0,0
2002,94,,6.8,10, ,0,0,0,1,0,0,0
2002,90,,4.8,225, R,0,0,0,0,0,0,0
2002,21,,6.1,60, ,0,0,0,0,0,0,1
2002,109,55000000,6.3,8003, R,0,0,1,0,0,0,0
2002,94,,5.6,1295, R,0,0,0,1,0,0,0
2002,70,,7.7,104, ,0,0,0,0,0,0,0
2002,72,,3.4,23, R,0,0,0,0,0,0,0
2002,103,20000,2.6,18, ,0,0,1,1,0,0,0
2002,88,,7.1,83, ,0,0,0,1,0,0,0
2002,100,,5.1,31, ,0,0,0,1,0,1,0
2002,85,,2.7,465, R,0,0,0,0,0,0,0
2002,117,,5.6,829, R,0,0,0,1,0,0,0
2002,17,,6,8, ,0,0,0,0,0,0,1
2002,30,,6.7,194, ,0,0,1,0,0,0,1
2002,89,18000000,3.4,1075, R,1,0,0,0,0,0,0
2002,84,,6.5,133, ,0,0,0,0,1,0,0
2002,90,,6.3,20, ,0,0,0,0,0,0,0
2002,95,,7.1,32, ,0,0,1,0,0,0,0
2002,106,,6,59, ,0,0,0,1,0,1,0
2002,90,,5.4,16, ,0,0,0,1,0,0,0
2002,91,,6.1,554, R,0,0,0,0,0,0,0
2002,112,,6.3,48, ,0,0,0,0,0,0,0
2002,35,,7,5, ,0,0,0,0,0,0,1
2002,101,,7.2,62, ,0,0,0,1,0,0,0
2002,92,,5.6,37, ,0,0,1,0,0,0,0
2002,70,,5.7,12, ,0,0,1,0,0,0,0
2002,100,10000000,5.3,1511, R,1,0,0,1,0,0,0
2002,121,,5.5,38, ,0,0,0,1,0,0,0
2002,15,,4.8,5, ,0,0,0,0,0,0,1
2002,182,,7.3,1025, ,0,0,0,1,0,1,0
2002,95,,6.2,6, ,0,0,0,0,1,0,0
2002,77,,7.3,428, ,0,0,0,0,1,0,0
2002,97,,3.5,83, R,1,0,0,0,0,0,0
2002,5,,6.1,33, ,0,1,1,0,0,0,1
2002,105,,6.9,107, ,0,0,0,1,0,0,0
2002,10,,7.4,7, ,0,0,1,0,0,0,1
2002,80,,3.3,10, ,0,1,1,0,0,0,0
2002,28,,6.7,15, ,0,0,0,0,0,0,1
2002,185,,6,53, ,0,0,0,1,0,1,0
2002,63,,8.6,30, ,0,0,1,0,1,0,0
2002,16,,5,22, ,0,0,0,1,0,0,1
2002,6,,8.6,5, ,0,0,0,0,0,0,1
2002,29,77000,9,11, ,0,0,0,1,0,0,1
2002,97,,6.2,761, R,0,0,1,0,0,0,0
2002,10,0,9.1,12, ,0,0,0,0,0,0,1
2002,97,10000000,7.6,6274, R,0,0,0,1,0,0,0
2002,44,,6,106, ,0,0,0,0,0,0,1
2002,113,,6.8,78, ,0,0,0,1,0,0,0
2002,86,1500000,3.4,8, ,0,0,1,0,0,0,0
2002,98,,6.7,8, ,0,0,1,0,0,0,0
2002,73,,3.8,8, ,0,0,1,1,0,1,0
2002,108,10000000,6.2,609, R,0,0,0,0,0,0,0
2002,5,,8.2,38, ,0,1,0,0,0,0,1
2002,104,,6.8,5782, R,1,0,0,0,0,0,0
2002,124,,7.1,29, ,0,0,1,0,0,1,0
2002,84,,7,7, ,0,0,0,0,0,0,0
2002,14,,8,8, ,0,0,1,1,0,0,1
2002,99,,6.2,50, ,0,0,0,0,0,0,0
2002,100,,7.7,61, ,0,0,0,1,0,0,0
2002,91,,8.7,70, ,0,0,0,1,0,0,0
2002,115,,7.7,2162, ,0,0,0,1,0,1,0
2002,104,2500000,6.8,382, R,0,0,0,1,0,0,0
2002,160,,7.3,16, ,0,0,0,0,1,0,0
2002,87,,7.9,9, R,0,0,0,1,0,0,0
2002,84,,8.7,7, ,0,0,0,1,0,0,0
2002,102,,6.6,43, ,0,0,0,0,0,0,0
2002,78,,6.3,8, ,0,0,0,1,0,1,0
2002,92,,6.3,35, ,0,0,1,0,1,0,0
2002,80,,5.4,24, ,0,0,0,0,0,0,0
2002,90,,2.6,14, ,1,0,0,1,0,0,0
2002,73,,7.3,292, ,0,0,0,0,0,0,0
2002,10,,7.2,14, ,0,0,0,0,0,0,1
2002,96,,7.5,8, ,0,0,0,1,0,0,0
2002,102,,6.6,162, ,0,0,0,0,0,0,0
2002,35,,9.6,7, ,0,0,0,0,0,0,1
2002,75,,7.1,6, ,0,0,0,0,1,0,0
2002,20,,6.4,9, ,0,0,0,1,0,0,1
2002,90,,5.7,216, PG,0,0,1,0,0,0,0
2002,86,,6.7,35, ,0,0,0,1,0,0,0
2002,90,,6.8,1022, R,0,0,1,1,0,1,0
2002,97,,4.6,9, ,0,0,0,0,0,0,0
2002,96,,6.9,126, ,0,0,1,1,0,0,0
2002,33,,9.3,14, ,0,0,0,1,0,0,1
2002,94,,4.9,29, ,0,0,1,0,0,1,0
2002,6,,8.9,9, ,0,0,0,1,0,0,1
2002,93,,8.3,349, ,0,0,1,1,0,0,0
2002,93,,5.1,101, ,1,0,1,0,0,0,0
2002,2,,6.3,24, ,0,0,1,0,0,0,1
2002,90,,7.1,9, ,0,0,1,1,0,0,0
2002,85,,8.6,17, ,0,0,1,1,0,1,0
2002,86,,7.1,7, ,0,0,0,1,0,0,0
2002,99,,6.4,106, R,0,0,0,1,0,0,0
2002,97,,8.1,716, ,0,0,0,1,0,0,0
2002,15,,6.4,5, ,0,0,0,0,0,0,1
2002,9,,5,6, ,0,0,0,0,0,0,1
2002,122,,2.8,19, ,0,0,0,0,0,0,0
2002,117,,7.3,131, ,0,0,0,1,0,0,0
2002,93,,7.9,11, ,0,0,0,1,0,0,0
2002,95,,8.3,62, ,0,0,0,1,0,0,0
2002,90,,7,41, ,0,0,0,1,0,0,0
2002,77,,7.4,198, ,0,0,0,1,0,0,0
2002,113,,7.7,1068, R,0,0,0,1,0,0,0
2002,46,,1,8, ,0,0,0,0,1,0,0
2002,103,,7.1,556, ,0,0,1,0,0,0,0
2002,119,,6.4,115, ,0,0,0,1,0,0,0
2002,135,,9.4,12, ,0,0,0,0,0,1,0
2002,87,,5.7,23, ,0,0,1,0,0,0,0
2002,104,4500000,6.2,427, R,0,0,0,1,0,0,0
2002,90,3500000,6,1718, R,1,0,0,1,0,0,0
2002,80,,8.3,6, ,0,0,0,1,0,0,0
2002,80,,7.4,21, ,0,0,0,1,0,0,0
2002,94,,5.1,44, R,0,0,0,0,0,0,0
2002,13,,6.4,14, ,0,0,1,0,0,1,1
2002,90,,6.3,46, ,0,0,0,1,1,0,0
2002,93,,6.5,25, ,0,0,0,0,1,0,0
2002,50,3500,8.9,25, ,1,0,0,0,0,0,0
2002,92,,7,11, ,0,0,1,0,0,1,0
2002,110,,4.9,64, ,0,0,0,1,0,0,0
2002,16,10000,8.8,6, ,0,0,0,0,0,0,1
2002,107,20000000,7.6,17579, R,1,0,0,0,0,0,0
2002,90,1000000,4.2,329, R,1,0,0,0,0,0,0
2002,95,,8.2,5, ,0,0,0,0,1,0,0
2002,8,,7.5,13, ,0,0,0,0,0,0,1
2002,86,,6.5,142, ,0,0,1,0,0,0,0
2002,28,,1.4,19, ,0,0,0,0,0,0,1
2002,79,,3.4,33, ,0,0,0,0,0,1,0
2002,28,,7,6, ,0,0,1,0,0,0,1
2002,92,,5.2,13, ,0,0,0,1,0,0,0
2002,115,,6.8,62, ,0,0,0,0,0,0,0
2002,84,,7.2,6, ,0,0,1,0,0,0,0
2002,128,,6.4,19, ,0,0,0,0,0,0,0
2002,117,,3.1,10, R,0,0,0,1,1,0,0
2002,4,,6,6, ,0,0,0,0,0,0,1
2002,72,100000,8.8,15, ,0,0,0,1,0,0,0
2002,108,,7.1,51, ,0,0,1,1,0,0,0
2002,77,,7.7,12, ,0,0,0,0,1,0,0
2002,90,,1.9,23, R,0,0,0,0,0,0,0
2002,89,,5.5,11, ,0,0,1,0,0,0,0
2002,97,,4.7,6, ,1,0,0,1,0,0,0
2002,72,,7.6,5, ,0,0,0,0,0,0,0
2002,124,,5.6,19, ,0,0,0,1,0,1,0
2002,76,,5.1,39, ,0,0,0,0,0,0,0
2002,94,10000000,7.1,1163, PG,0,0,0,1,0,0,0
2002,8,,7.4,81, ,0,0,1,0,0,0,1
2002,92,500000,7.3,169, R,0,0,0,1,0,0,0
2002,32,20000,7.1,22, ,0,0,1,1,0,1,1
2002,16,27000,7.3,7, ,0,0,1,1,0,0,1
2002,19,,1.9,11, ,0,0,0,0,0,0,1
2002,10,,5.3,7, ,0,0,0,0,0,0,1
2002,88,,7.3,45, ,0,0,0,0,1,0,0
2002,91,,4.8,48, ,0,0,1,1,0,0,0
2002,104,,6.2,32, ,0,0,1,1,0,1,0
2002,92,,8.1,31, ,0,0,0,0,1,0,0
2002,89,,6.3,42, ,0,0,0,0,0,0,0
2002,15,,7.6,9, ,0,0,0,0,0,0,1
2002,86,,5.5,26, ,0,0,0,0,0,0,0
2002,97,,4.8,29, R,0,0,0,0,0,0,0
2002,75,,6.9,35, ,0,0,0,0,1,0,0
2002,26,,7.7,91, ,0,0,1,0,1,0,1
2002,91,,5.5,26, ,0,0,1,0,0,0,0
2002,80,,7.9,11, ,0,0,0,0,1,0,0
2002,90,,6.4,89, ,0,0,1,1,0,0,0
2002,103,,6.9,21, ,0,0,0,1,0,0,0
2002,57,,7.4,18, ,0,0,0,0,1,0,0
2002,124,,7.1,18, ,0,0,0,0,0,0,0
2002,101,42000000,3.2,5126, R,0,0,0,0,0,0,0
2002,104,,5.5,37, ,0,0,1,0,0,0,0
2002,88,,5.5,87, R,0,0,0,0,0,0,0
2002,82,,6.8,5, ,0,0,0,1,0,0,0
2002,105,,6.7,97, R,0,0,0,0,1,0,0
2002,122,,6.8,124, ,0,0,0,1,0,0,0
2002,114,35000000,6.4,6083, R,0,0,0,0,0,0,0
2002,123,,6.7,108, ,0,0,0,1,0,0,0
2002,83,,3.3,219, ,0,0,1,0,0,0,0
2002,12,,7.6,14, ,1,0,1,0,0,0,1
2002,104,,7.3,228, ,0,0,0,1,0,0,0
2002,113,,8.5,690, ,0,0,1,0,0,0,0
2002,100,,5.5,143, ,0,0,1,1,0,0,0
2002,82,75000,6.4,17, ,0,0,0,0,0,0,0
2002,90,,8.8,7, ,0,0,0,0,1,0,0
2002,100,,6.4,13, ,0,0,0,1,0,0,0
2002,103,,7.1,819, ,0,0,0,1,0,0,0
2002,84,,5.4,86, R,0,0,0,1,0,0,0
2002,14,,7.4,66, ,0,0,1,0,0,0,1
2002,77,,7.2,153, ,0,0,0,1,0,0,0
2002,21,,5.4,10, ,0,0,0,1,0,0,1
2002,79,1000000,8.2,5, ,0,0,0,1,0,0,0
2002,2,,8.6,8, ,0,0,0,0,0,0,1
2002,100,,2.7,22, R,0,0,0,0,0,0,0
2002,5,,5.9,14, ,0,0,0,0,0,0,1
2002,5,,8,6, ,0,0,0,0,1,0,1
2002,10,,8.5,41, ,0,0,1,0,0,0,1
2002,89,,7.6,16, ,0,0,0,1,0,0,0
2002,103,,7.4,12, ,0,0,0,1,0,0,0
2002,102,500000,7.2,19, ,0,0,1,1,0,0,0
2002,100,,5.2,10, ,0,0,0,0,0,0,0
2002,11,,7,13, ,0,0,0,1,0,0,1
2002,7,,8,6, ,0,0,0,1,0,0,1
2002,80,,5.1,27, ,0,0,1,1,0,0,0
2002,103,,7.2,198, ,0,0,0,1,0,0,0
2002,7,,7.5,16, ,0,1,0,0,0,0,1
2002,82,,6.4,92, ,0,0,1,0,0,0,0
2002,97,,5.2,52, ,0,0,0,1,0,0,0
2002,112,,6.4,262, R,0,0,0,1,0,0,0
2002,18,60000,6.7,19, ,0,0,0,1,0,0,1
2002,97,,2.9,60, R,0,0,1,0,0,0,0
2002,100,,4.5,7, ,0,0,1,1,0,0,0
2002,84,,4.1,99, ,0,0,0,1,0,0,0
2002,81,,7.8,38, ,0,0,0,0,0,0,0
2002,90,,8.9,21, ,0,0,0,0,1,0,0
2002,98,,5.9,34, ,0,0,0,1,0,0,0
2002,16,,7.4,5, ,0,0,1,0,0,1,1
2002,18,,6.6,10, ,0,0,0,0,0,0,1
2002,24,10000,6,5, ,0,0,0,0,0,0,1
2002,88,,7.9,50, ,0,0,0,1,0,0,0
2002,85,,8.1,9, ,0,0,1,1,0,0,0
2002,90,,7.7,5, ,0,0,0,0,0,0,0
2002,32,,6.5,124, ,0,1,1,0,0,0,1
2002,89,,5.1,87, ,0,0,1,0,0,0,0
2002,6,,7.1,35, ,0,1,0,0,0,0,1
2002,13,,6.5,32, ,0,0,0,0,0,0,1
2002,123,12000000,7.5,8614, R,0,0,0,1,0,0,0
2002,85,20000000,4.9,1659, R,0,0,1,0,0,0,0
2002,80,,6.5,26, ,0,0,1,0,1,0,0
2002,85,,3.4,112, R,0,0,0,0,0,0,0
2002,90,,3.1,60, R,1,0,0,0,0,0,0
2002,9,,6.5,6, ,0,1,0,0,0,0,1
2002,76,,7.1,617, R,0,0,1,0,0,0,0
2002,4,,5.5,8, ,0,0,1,0,0,0,1
2002,22,,7.7,17, ,0,0,0,1,0,0,1
2002,101,2000000,5,3056, R,0,0,1,1,0,1,0
2002,113,,5,14, ,0,0,0,0,0,0,0
2002,3,,7.8,8, ,0,0,0,0,0,0,1
2002,96,,7.9,15, R,0,0,0,1,0,1,0
2002,19,,8.5,6, ,0,0,0,0,0,0,1
2002,80,,4,14, ,0,0,0,0,1,0,0
2002,5,,8.7,13, ,0,0,1,0,0,0,1
2002,35,,7.8,12, ,1,0,0,0,0,1,1
2002,55,,7.1,5, ,0,0,0,0,0,0,0
2002,7,,5.6,6, ,0,1,0,0,0,0,1
2002,11,,6.3,6, ,0,0,0,0,0,0,1
2002,106,,7.5,158, ,0,0,1,1,0,0,0
2002,180,,6.1,97, ,0,0,0,0,1,0,0
2002,80,,7.5,42, ,0,0,0,0,1,0,0
2002,115,,5.7,12, ,1,0,0,1,0,1,0
2002,166,97000000,7.3,34808, R,0,0,0,1,0,0,0
2002,90,,7.7,43, ,0,0,1,0,0,0,0
2002,90,,6,127, ,1,0,0,0,0,0,0
2002,106,6000000,5.6,597, R,0,0,1,1,0,0,0
2002,90,,5.9,16, ,0,0,0,1,0,0,0
2002,103,,6.4,84, R,0,0,0,1,0,0,0
2002,83,18000000,5.8,1033, ,0,0,0,0,0,0,0
2002,18,,7.8,5, ,0,0,0,0,0,0,1
2002,96,,3.1,14, ,0,0,1,0,0,0,0
2002,20,,6.6,32, ,0,0,1,0,0,0,1
2002,74,,7.1,98, ,0,0,0,0,1,0,0
2002,85,,7.3,43, ,0,0,0,1,0,0,0
2002,105,3500000,6,1944, R,0,0,0,1,0,0,0
2002,22,,8.2,6, ,0,0,1,1,0,1,1
2002,91,35000000,5.3,8399, R,0,0,0,0,0,0,0
2002,12,,4.6,13, ,0,0,0,0,0,0,1
2002,94,,4.1,183, R,0,0,0,0,0,0,0
2002,102,,7.8,261, ,0,0,0,0,1,0,0
2002,135,,4.6,170, ,0,0,0,1,0,0,0
2002,98,,4.7,434, R,0,0,1,0,0,1,0
2002,80,,4.8,16, ,0,0,0,0,0,0,0
2002,12,,6.2,10, ,0,0,0,0,0,0,1
2002,9,,6.8,31, ,0,0,1,0,0,0,1
2002,91,,7,16, ,0,0,0,0,1,0,0
2002,72,,7.6,5, ,0,0,0,1,0,0,0
2002,92,,5.2,54, R,1,0,0,1,0,0,0
2002,106,12000000,5.7,373, R,0,0,0,1,0,0,0
2002,85,,4.8,29, R,0,0,1,0,0,0,0
2002,15,,8.8,6, ,0,0,1,1,0,0,1
2002,88,,6.6,189, PG,1,0,0,0,0,0,0
2002,89,,5.2,17, ,0,0,1,1,0,0,0
2002,21,,7.3,33, ,0,0,0,0,0,0,1
2002,105,,6.4,17, ,0,0,0,1,0,0,0
2002,103,,7.9,17, ,0,0,1,1,0,1,0
2002,108,,7.3,196, ,0,0,0,1,0,0,0
2002,5,,8.3,6, ,0,0,0,0,0,0,1
2002,138,,7.1,197, ,1,0,0,1,0,0,0
2002,93,5000000,6.9,8254, R,0,0,1,1,0,0,0
2002,7,,6.5,10, ,0,0,1,0,0,0,1
2002,105,,6.2,7, ,1,0,1,0,0,0,0
2002,113,,7.4,10, ,0,0,0,0,0,1,0
2002,103,,9.1,26, ,0,0,0,1,0,0,0
2002,94,,5.9,464, ,0,0,0,0,0,0,0
2002,84,,6.7,5, ,0,0,0,0,0,0,0
2002,17,,5.9,21, ,0,0,1,0,0,0,1
2002,25,,3.7,18, ,0,0,0,1,0,0,1
2002,90,80000,4.7,38, R,0,0,1,0,0,0,0
2002,92,750000,3.7,95, ,0,0,0,0,0,0,0
2002,106,,6.4,22, ,0,0,1,1,0,0,0
2002,91,,7.1,9, ,0,0,1,1,0,0,0
2002,96,,7.1,274, ,0,0,0,1,0,0,0
2002,94,11000000,5.9,3505, R,0,0,1,0,0,1,0
2002,85,,6.4,281, PG,0,0,0,1,0,0,0
2002,105,,7.6,95, ,0,0,0,1,0,0,0
2002,30,,7.4,9, ,0,0,0,1,0,0,1
2002,112,,8.1,12609, R,0,0,0,1,0,0,0
2002,93,200000,8.1,56, ,0,0,0,0,0,0,0
2002,91,,6.5,174, ,1,0,0,1,0,0,0
2002,80,,5.1,41, ,0,0,1,0,0,0,0
2002,90,,3.5,61, ,0,0,0,0,0,0,0
2002,120,,4.6,43, ,0,0,0,1,0,1,0
2002,92,,7.3,80, ,0,0,0,0,0,0,0
2002,105,,6.9,384, ,0,0,0,1,0,0,0
2002,3,,9.3,6, ,0,0,0,1,0,0,1
2002,89,15000000,4.3,4323, R,0,0,0,0,0,0,0
2002,108,,9.1,30, ,0,0,1,0,0,0,0
2002,3,,5.3,36, ,0,1,0,0,0,0,1
2002,110,,4.6,24, PG,0,0,0,0,0,0,0
2002,89,,4.7,97, PG,0,0,0,0,0,0,0
